Station,Date,Flow
02HC032,1986-12-28,0.752
02HC032,1986-12-29,0.697
02HC032,1986-12-30,0.653
02HC032,1986-12-31,0.61
02HC032,1987-01-01,0.603
02HC032,1987-01-02,0.588
02HC032,1987-01-03,0.464
02HC032,1987-01-04,0.477
02HC032,1987-01-05,0.466
02HC032,1987-01-06,0.451
02HC032,1987-01-07,0.436
02HC032,1987-01-08,0.422
02HC032,1987-01-09,0.408
02HC032,1987-01-10,0.4
02HC032,1987-01-11,0.447
02HC032,1987-01-12,0.43
02HC032,1987-01-13,0.427
02HC032,1987-01-14,0.415
02HC032,1987-01-15,0.532
02HC032,1987-01-16,0.528
02HC032,1987-01-17,0.44
02HC032,1987-01-18,0.42
02HC032,1987-01-19,0.4
02HC032,1987-01-20,0.38
02HC032,1987-01-21,0.37
02HC032,1987-01-22,0.35
02HC032,1987-01-23,0.34
02HC032,1987-01-24,0.325
02HC032,1987-01-25,0.31
02HC032,1987-01-26,0.292
02HC032,1987-01-27,0.28
02HC032,1987-01-28,0.263
02HC032,1987-01-29,0.26
02HC032,1987-01-30,0.26
02HC032,1987-01-31,0.27
02HC032,1987-02-01,0.282
02HC032,1987-02-02,0.285
02HC032,1987-02-03,0.292
02HC032,1987-02-04,0.268
02HC032,1987-02-05,0.264
02HC032,1987-02-06,0.26
02HC032,1987-02-07,0.257
02HC032,1987-02-08,0.27
02HC032,1987-02-09,0.268
02HC032,1987-02-10,0.26
02HC032,1987-02-11,0.255
02HC032,1987-02-12,0.248
02HC032,1987-02-13,0.242
02HC032,1987-02-14,0.24
02HC032,1987-02-15,0.235
02HC032,1987-02-16,0.23
02HC032,1987-02-17,0.225
02HC032,1987-02-18,0.222
02HC032,1987-02-19,0.22
02HC032,1987-02-20,0.217
02HC032,1987-02-21,0.215
02HC032,1987-02-22,0.212
02HC032,1987-02-23,0.21
02HC032,1987-02-24,0.209
02HC032,1987-02-25,0.208
02HC032,1987-02-26,0.205
02HC032,1987-02-27,0.203
02HC032,1987-02-28,0.2
02HC032,1987-03-01,0.381
02HC032,1987-03-02,1.12
02HC032,1987-03-03,1.07
02HC032,1987-03-04,1.05
02HC032,1987-03-05,1
02HC032,1987-03-06,1.22
02HC032,1987-03-07,2.57
02HC032,1987-03-08,6.83
02HC032,1987-03-09,6.86
02HC032,1987-03-10,2.8
02HC032,1987-03-11,2.32
02HC032,1987-03-12,1.72
02HC032,1987-03-13,1.45
02HC032,1987-03-14,1.32
02HC032,1987-03-15,1.2
02HC032,1987-03-16,1.15
02HC032,1987-03-17,1.23
02HC032,1987-03-18,1.31
02HC032,1987-03-19,1.53
02HC032,1987-03-20,1.65
02HC032,1987-03-21,1.65
02HC032,1987-03-22,1.84
02HC032,1987-03-23,1.98
02HC032,1987-03-24,1.84
02HC032,1987-03-25,1.75
02HC032,1987-03-26,1.91
02HC032,1987-03-27,1.56
02HC032,1987-03-28,1.3
02HC032,1987-03-29,1.16
02HC032,1987-03-30,1.43
02HC032,1987-03-31,1.72
02HC032,1987-04-01,1.49
02HC032,1987-04-02,1.62
02HC032,1987-04-03,1.6
02HC032,1987-04-04,1.91
02HC032,1987-04-05,10
02HC032,1987-04-06,5.95
02HC032,1987-04-07,3.3
02HC032,1987-04-08,2.2
02HC032,1987-04-09,1.73
02HC032,1987-04-10,1.44
02HC032,1987-04-11,1.19
02HC032,1987-04-12,0.993
02HC032,1987-04-13,1.1
02HC032,1987-04-14,0.891
02HC032,1987-04-15,1.01
02HC032,1987-04-16,1.09
02HC032,1987-04-17,0.939
02HC032,1987-04-18,0.734
02HC032,1987-04-19,0.611
02HC032,1987-04-20,0.551
02HC032,1987-04-21,0.569
02HC032,1987-04-22,0.635
02HC032,1987-04-23,0.548
02HC032,1987-04-24,0.476
02HC032,1987-04-25,0.521
02HC032,1987-04-26,0.467
02HC032,1987-04-27,0.377
02HC032,1987-04-28,0.499
02HC032,1987-04-29,0.518
02HC032,1987-04-30,0.455
02HC032,1987-05-01,0.401
02HC032,1987-05-02,0.371
02HC032,1987-05-03,0.337
02HC032,1987-05-04,0.297
02HC032,1987-05-05,0.283
02HC032,1987-05-06,0.261
02HC032,1987-05-07,0.248
02HC032,1987-05-08,0.213
02HC032,1987-05-09,0.234
02HC032,1987-05-10,0.227
02HC032,1987-05-11,0.21
02HC032,1987-05-12,0.239
02HC032,1987-05-13,0.199
02HC032,1987-05-14,0.19
02HC032,1987-05-15,0.291
02HC032,1987-05-16,0.236
02HC032,1987-05-17,0.196
02HC032,1987-05-18,0.173
02HC032,1987-05-19,0.173
02HC032,1987-05-20,0.158
02HC032,1987-05-21,0.151
02HC032,1987-05-22,0.15
02HC032,1987-05-23,0.156
02HC032,1987-05-24,0.14
02HC032,1987-05-25,0.133
02HC032,1987-05-26,0.148
02HC032,1987-05-27,0.174
02HC032,1987-05-28,0.57
02HC032,1987-05-29,0.251
02HC032,1987-05-30,0.169
02HC032,1987-05-31,0.143
02HC032,1987-06-01,0.163
02HC032,1987-06-02,0.344
02HC032,1987-06-03,0.277
02HC032,1987-06-04,0.192
02HC032,1987-06-05,0.26
02HC032,1987-06-06,0.357
02HC032,1987-06-07,0.422
02HC032,1987-06-08,0.626
02HC032,1987-06-09,0.389
02HC032,1987-06-10,0.409
02HC032,1987-06-11,0.432
02HC032,1987-06-12,0.438
02HC032,1987-06-13,0.769
02HC032,1987-06-14,0.376
02HC032,1987-06-15,0.244
02HC032,1987-06-16,0.2
02HC032,1987-06-17,0.177
02HC032,1987-06-18,0.172
02HC032,1987-06-19,0.135
02HC032,1987-06-20,0.143
02HC032,1987-06-21,0.143
02HC032,1987-06-22,0.244
02HC032,1987-06-23,0.675
02HC032,1987-06-24,0.276
02HC032,1987-06-25,0.19
02HC032,1987-06-26,0.19
02HC032,1987-06-27,0.175
02HC032,1987-06-28,0.163
02HC032,1987-06-29,0.147
02HC032,1987-06-30,0.134
02HC032,1987-07-01,0.127
02HC032,1987-07-02,0.111
02HC032,1987-07-03,0.118
02HC032,1987-07-04,0.122
02HC032,1987-07-05,0.11
02HC032,1987-07-06,0.185
02HC032,1987-07-07,0.38
02HC032,1987-07-08,0.338
02HC032,1987-07-09,0.275
02HC032,1987-07-10,0.191
02HC032,1987-07-11,0.161
02HC032,1987-07-12,0.258
02HC032,1987-07-13,0.416
02HC032,1987-07-14,0.952
02HC032,1987-07-15,0.844
02HC032,1987-07-16,0.445
02HC032,1987-07-17,0.256
02HC032,1987-07-18,0.201
02HC032,1987-07-19,0.18
02HC032,1987-07-20,0.267
02HC032,1987-07-21,0.185
02HC032,1987-07-22,0.146
02HC032,1987-07-23,0.129
02HC032,1987-07-24,0.141
02HC032,1987-07-25,0.13
02HC032,1987-07-26,0.12
02HC032,1987-07-27,0.11
02HC032,1987-07-28,0.097
02HC032,1987-07-29,0.095
02HC032,1987-07-30,0.091
02HC032,1987-07-31,0.086
02HC032,1987-08-01,0.091
02HC032,1987-08-02,0.109
02HC032,1987-08-03,0.237
02HC032,1987-08-04,0.155
02HC032,1987-08-05,0.111
02HC032,1987-08-06,0.088
02HC032,1987-08-07,0.086
02HC032,1987-08-08,0.088
02HC032,1987-08-09,0.165
02HC032,1987-08-10,0.268
02HC032,1987-08-11,0.152
02HC032,1987-08-12,0.11
02HC032,1987-08-13,0.103
02HC032,1987-08-14,0.096
02HC032,1987-08-15,0.094
02HC032,1987-08-16,0.09
02HC032,1987-08-17,0.105
02HC032,1987-08-18,0.095
02HC032,1987-08-19,0.085
02HC032,1987-08-20,0.082
02HC032,1987-08-21,0.073
02HC032,1987-08-22,0.079
02HC032,1987-08-23,0.073
02HC032,1987-08-24,0.069
02HC032,1987-08-25,0.067
02HC032,1987-08-26,0.065
02HC032,1987-08-27,0.068
02HC032,1987-08-28,0.062
02HC032,1987-08-29,0.071
02HC032,1987-08-30,0.066
02HC032,1987-08-31,0.074
02HC032,1987-09-01,0.07
02HC032,1987-09-02,0.073
02HC032,1987-09-03,0.071
02HC032,1987-09-04,0.067
02HC032,1987-09-05,0.066
02HC032,1987-09-06,0.07
02HC032,1987-09-07,0.068
02HC032,1987-09-08,0.068
02HC032,1987-09-09,0.073
02HC032,1987-09-10,0.068
02HC032,1987-09-11,0.067
02HC032,1987-09-12,0.07
02HC032,1987-09-13,0.074
02HC032,1987-09-14,0.07
02HC032,1987-09-15,0.066
02HC032,1987-09-16,0.069
02HC032,1987-09-17,0.084
02HC032,1987-09-18,0.093
02HC032,1987-09-19,0.109
02HC032,1987-09-20,0.13
02HC032,1987-09-21,0.17
02HC032,1987-09-22,0.178
02HC032,1987-09-23,0.147
02HC032,1987-09-24,0.12
02HC032,1987-09-25,0.1
02HC032,1987-09-26,0.087
02HC032,1987-09-27,0.076
02HC032,1987-09-28,0.089
02HC032,1987-09-29,0.093
02HC032,1987-09-30,0.103
02HC032,1987-10-01,0.101
02HC032,1987-10-02,0.097
02HC032,1987-10-03,0.098
02HC032,1987-10-04,0.088
02HC032,1987-10-05,0.103
02HC032,1987-10-06,0.084
02HC032,1987-10-07,0.098
02HC032,1987-10-08,0.141
02HC032,1987-10-09,0.129
02HC032,1987-10-10,0.114
02HC032,1987-10-11,0.105
02HC032,1987-10-12,0.1
02HC032,1987-10-13,0.096
02HC032,1987-10-14,0.092
02HC032,1987-10-15,0.09
02HC032,1987-10-16,0.087
02HC032,1987-10-17,0.1
02HC032,1987-10-18,0.133
02HC032,1987-10-19,0.124
02HC032,1987-10-20,0.102
02HC032,1987-10-21,0.098
02HC032,1987-10-22,0.097
02HC032,1987-10-23,0.124
02HC032,1987-10-24,0.162
02HC032,1987-10-25,0.261
02HC032,1987-10-26,0.182
02HC032,1987-10-27,0.173
02HC032,1987-10-28,0.245
02HC032,1987-10-29,0.177
02HC032,1987-10-30,0.144
02HC032,1987-10-31,0.128
02HC032,1987-11-01,0.131
02HC032,1987-11-02,0.133
02HC032,1987-11-03,0.126
02HC032,1987-11-04,0.153
02HC032,1987-11-05,0.155
02HC032,1987-11-06,0.139
02HC032,1987-11-07,0.132
02HC032,1987-11-08,0.144
02HC032,1987-11-09,0.215
02HC032,1987-11-10,0.199
02HC032,1987-11-11,0.155
02HC032,1987-11-12,0.161
02HC032,1987-11-13,0.162
02HC032,1987-11-14,0.154
02HC032,1987-11-15,0.133
02HC032,1987-11-16,0.129
02HC032,1987-11-17,0.153
02HC032,1987-11-18,0.734
02HC032,1987-11-19,0.484
02HC032,1987-11-20,0.307
02HC032,1987-11-21,0.227
02HC032,1987-11-22,0.221
02HC032,1987-11-23,0.22
02HC032,1987-11-24,0.219
02HC032,1987-11-25,0.48
02HC032,1987-11-26,0.72
02HC032,1987-11-27,0.6
02HC032,1987-11-28,0.46
02HC032,1987-11-29,0.6
02HC032,1987-11-30,0.86
02HC032,1987-12-01,1.3
02HC032,1987-12-02,0.868
02HC032,1987-12-03,0.683
02HC032,1987-12-04,0.562
02HC032,1987-12-05,0.494
02HC032,1987-12-06,0.372
02HC032,1987-12-07,0.306
02HC032,1987-12-08,0.335
02HC032,1987-12-09,0.449
02HC032,1987-12-10,0.675
02HC032,1987-12-11,0.557
02HC032,1987-12-12,0.522
02HC032,1987-12-13,0.503
02HC032,1987-12-14,0.384
02HC032,1987-12-15,0.35
02HC032,1987-12-16,0.441
02HC032,1987-12-17,0.42
02HC032,1987-12-18,0.38
02HC032,1987-12-19,0.411
02HC032,1987-12-20,0.59
02HC032,1987-12-21,1.15
02HC032,1987-12-22,0.978
02HC032,1987-12-23,0.745
02HC032,1987-12-24,0.65
02HC032,1987-12-25,0.996
02HC032,1987-12-26,1.25
02HC032,1987-12-27,0.593
02HC032,1987-12-28,0.471
02HC032,1987-12-29,0.42
02HC032,1987-12-30,0.4
02HC032,1987-12-31,0.37
02HC032,1988-01-01,0.32
02HC032,1988-01-02,0.3
02HC032,1988-01-03,0.28
02HC032,1988-01-04,0.233
02HC032,1988-01-05,0.24
02HC032,1988-01-06,0.225
02HC032,1988-01-07,0.205
02HC032,1988-01-08,0.19
02HC032,1988-01-09,0.18
02HC032,1988-01-10,0.176
02HC032,1988-01-11,0.103
02HC032,1988-01-12,0.172
02HC032,1988-01-13,0.16
02HC032,1988-01-14,0.152
02HC032,1988-01-15,0.148
02HC032,1988-01-16,0.142
02HC032,1988-01-17,0.18
02HC032,1988-01-18,1.25
02HC032,1988-01-19,0.869
02HC032,1988-01-20,1.15
02HC032,1988-01-21,1.4
02HC032,1988-01-22,0.48
02HC032,1988-01-23,0.514
02HC032,1988-01-24,0.396
02HC032,1988-01-25,0.335
02HC032,1988-01-26,0.3
02HC032,1988-01-27,0.285
02HC032,1988-01-28,0.27
02HC032,1988-01-29,0.255
02HC032,1988-01-30,0.241
02HC032,1988-01-31,0.868
02HC032,1988-02-01,1.36
02HC032,1988-02-02,0.548
02HC032,1988-02-03,0.42
02HC032,1988-02-04,0.36
02HC032,1988-02-05,0.32
02HC032,1988-02-06,0.3
02HC032,1988-02-07,0.28
02HC032,1988-02-08,0.265
02HC032,1988-02-09,0.255
02HC032,1988-02-10,0.245
02HC032,1988-02-11,0.24
02HC032,1988-02-12,0.23
02HC032,1988-02-13,0.225
02HC032,1988-02-14,0.22
02HC032,1988-02-15,0.25
02HC032,1988-02-16,0.3
02HC032,1988-02-17,0.312
02HC032,1988-02-18,0.285
02HC032,1988-02-19,0.27
02HC032,1988-02-20,0.26
02HC032,1988-02-21,0.27
02HC032,1988-02-22,0.255
02HC032,1988-02-23,0.248
02HC032,1988-02-24,0.24
02HC032,1988-02-25,0.232
02HC032,1988-02-26,0.228
02HC032,1988-02-27,0.22
02HC032,1988-02-28,0.215
02HC032,1988-02-29,0.21
02HC032,1988-03-01,0.208
02HC032,1988-03-02,0.205
02HC032,1988-03-03,0.202
02HC032,1988-03-04,0.197
02HC032,1988-03-05,0.194
02HC032,1988-03-06,0.23
02HC032,1988-03-07,0.644
02HC032,1988-03-08,0.976
02HC032,1988-03-09,1.78
02HC032,1988-03-10,2.16
02HC032,1988-03-11,1.76
02HC032,1988-03-12,1.3
02HC032,1988-03-13,0.932
02HC032,1988-03-14,0.716
02HC032,1988-03-15,0.589
02HC032,1988-03-16,0.49
02HC032,1988-03-17,0.54
02HC032,1988-03-18,0.604
02HC032,1988-03-19,0.534
02HC032,1988-03-20,0.413
02HC032,1988-03-21,0.357
02HC032,1988-03-22,0.308
02HC032,1988-03-23,0.973
02HC032,1988-03-24,6.69
02HC032,1988-03-25,3.63
02HC032,1988-03-26,4.78
02HC032,1988-03-27,2.65
02HC032,1988-03-28,1.64
02HC032,1988-03-29,1.47
02HC032,1988-03-30,1.53
02HC032,1988-03-31,1.35
02HC032,1988-04-01,1.2
02HC032,1988-04-02,1.08
02HC032,1988-04-03,1.49
02HC032,1988-04-04,3.36
02HC032,1988-04-05,2.15
02HC032,1988-04-06,1.57
02HC032,1988-04-07,1.35
02HC032,1988-04-08,1.17
02HC032,1988-04-09,0.995
02HC032,1988-04-10,0.873
02HC032,1988-04-11,0.768
02HC032,1988-04-12,0.645
02HC032,1988-04-13,0.579
02HC032,1988-04-14,0.584
02HC032,1988-04-15,0.741
02HC032,1988-04-16,0.622
02HC032,1988-04-17,0.524
02HC032,1988-04-18,0.538
02HC032,1988-04-19,0.538
02HC032,1988-04-20,0.47
02HC032,1988-04-21,0.503
02HC032,1988-04-22,0.599
02HC032,1988-04-23,0.538
02HC032,1988-04-24,0.509
02HC032,1988-04-25,0.446
02HC032,1988-04-26,0.463
02HC032,1988-04-27,0.455
02HC032,1988-04-28,0.624
02HC032,1988-04-29,0.687
02HC032,1988-04-30,0.826
02HC032,1988-05-01,0.628
02HC032,1988-05-02,0.53
02HC032,1988-05-03,0.438
02HC032,1988-05-04,0.373
02HC032,1988-05-05,0.33
02HC032,1988-05-06,0.317
02HC032,1988-05-07,0.281
02HC032,1988-05-08,0.234
02HC032,1988-05-09,0.22
02HC032,1988-05-10,0.241
02HC032,1988-05-11,0.265
02HC032,1988-05-12,0.217
02HC032,1988-05-13,0.23
02HC032,1988-05-14,0.197
02HC032,1988-05-15,0.19
02HC032,1988-05-16,2.23
02HC032,1988-05-17,5.33
02HC032,1988-05-18,1.6
02HC032,1988-05-19,1.12
02HC032,1988-05-20,1.21
02HC032,1988-05-21,1.09
02HC032,1988-05-22,0.83
02HC032,1988-05-23,0.667
02HC032,1988-05-24,0.505
02HC032,1988-05-25,0.429
02HC032,1988-05-26,0.431
02HC032,1988-05-27,0.381
02HC032,1988-05-28,0.29
02HC032,1988-05-29,0.222
02HC032,1988-05-30,0.184
02HC032,1988-05-31,0.153
02HC032,1988-06-01,0.134
02HC032,1988-06-02,0.127
02HC032,1988-06-03,0.128
02HC032,1988-06-04,0.144
02HC032,1988-06-05,0.134
02HC032,1988-06-06,0.104
02HC032,1988-06-07,0.104
02HC032,1988-06-08,0.107
02HC032,1988-06-09,0.108
02HC032,1988-06-10,0.101
02HC032,1988-06-11,0.118
02HC032,1988-06-12,0.119
02HC032,1988-06-13,0.103
02HC032,1988-06-14,0.091
02HC032,1988-06-15,0.088
02HC032,1988-06-16,0.082
02HC032,1988-06-17,0.078
02HC032,1988-06-18,0.074
02HC032,1988-06-19,0.074
02HC032,1988-06-20,0.074
02HC032,1988-06-21,0.069
02HC032,1988-06-22,0.204
02HC032,1988-06-23,0.341
02HC032,1988-06-24,0.172
02HC032,1988-06-25,0.115
02HC032,1988-06-26,0.094
02HC032,1988-06-27,0.086
02HC032,1988-06-28,0.086
02HC032,1988-06-29,0.075
02HC032,1988-06-30,0.077
02HC032,1988-07-01,0.075
02HC032,1988-07-02,0.074
02HC032,1988-07-03,0.071
02HC032,1988-07-04,0.074
02HC032,1988-07-05,0.086
02HC032,1988-07-06,0.074
02HC032,1988-07-07,0.072
02HC032,1988-07-08,0.073
02HC032,1988-07-09,0.072
02HC032,1988-07-10,0.069
02HC032,1988-07-11,0.071
02HC032,1988-07-12,0.07
02HC032,1988-07-13,0.067
02HC032,1988-07-14,0.067
02HC032,1988-07-15,0.062
02HC032,1988-07-16,0.062
02HC032,1988-07-17,0.066
02HC032,1988-07-18,0.062
02HC032,1988-07-19,0.062
02HC032,1988-07-20,0.062
02HC032,1988-07-21,0.06
02HC032,1988-07-22,0.069
02HC032,1988-07-23,0.075
02HC032,1988-07-24,0.158
02HC032,1988-07-25,0.192
02HC032,1988-07-26,0.431
02HC032,1988-07-27,0.287
02HC032,1988-07-28,0.151
02HC032,1988-07-29,0.103
02HC032,1988-07-30,0.093
02HC032,1988-07-31,0.092
02HC032,1988-08-01,0.099
02HC032,1988-08-02,0.092
02HC032,1988-08-03,0.113
02HC032,1988-08-04,0.102
02HC032,1988-08-05,0.093
02HC032,1988-08-06,0.082
02HC032,1988-08-07,0.071
02HC032,1988-08-08,0.071
02HC032,1988-08-09,0.07
02HC032,1988-08-10,0.071
02HC032,1988-08-11,0.074
02HC032,1988-08-12,0.081
02HC032,1988-08-13,0.075
02HC032,1988-08-14,0.068
02HC032,1988-08-15,0.069
02HC032,1988-08-16,0.069
02HC032,1988-08-17,0.071
02HC032,1988-08-18,0.079
02HC032,1988-08-19,0.087
02HC032,1988-08-20,0.078
02HC032,1988-08-21,0.065
02HC032,1988-08-22,0.061
02HC032,1988-08-23,0.067
02HC032,1988-08-24,0.093
02HC032,1988-08-25,0.131
02HC032,1988-08-26,0.129
02HC032,1988-08-27,0.101
02HC032,1988-08-28,0.086
02HC032,1988-08-29,0.082
02HC032,1988-08-30,0.071
02HC032,1988-08-31,0.073
02HC032,1988-09-01,0.069
02HC032,1988-09-02,0.069
02HC032,1988-09-03,0.079
02HC032,1988-09-04,0.273
02HC032,1988-09-05,0.495
02HC032,1988-09-06,0.279
02HC032,1988-09-07,0.155
02HC032,1988-09-08,0.121
02HC032,1988-09-09,0.097
02HC032,1988-09-10,0.09
02HC032,1988-09-11,0.081
02HC032,1988-09-12,0.082
02HC032,1988-09-13,0.082
02HC032,1988-09-14,0.077
02HC032,1988-09-15,0.075
02HC032,1988-09-16,0.076
02HC032,1988-09-17,0.104
02HC032,1988-09-18,0.113
02HC032,1988-09-19,0.108
02HC032,1988-09-20,0.095
02HC032,1988-09-21,0.086
02HC032,1988-09-22,0.08
02HC032,1988-09-23,0.094
02HC032,1988-09-24,0.102
02HC032,1988-09-25,0.093
02HC032,1988-09-26,0.083
02HC032,1988-09-27,0.085
02HC032,1988-09-28,0.107
02HC032,1988-09-29,0.104
02HC032,1988-09-30,0.117
02HC032,1988-10-01,0.101
02HC032,1988-10-02,0.282
02HC032,1988-10-03,0.338
02HC032,1988-10-04,0.213
02HC032,1988-10-05,0.229
02HC032,1988-10-06,0.18
02HC032,1988-10-07,0.167
02HC032,1988-10-08,0.196
02HC032,1988-10-09,0.176
02HC032,1988-10-10,0.161
02HC032,1988-10-11,0.156
02HC032,1988-10-12,0.174
02HC032,1988-10-13,0.186
02HC032,1988-10-14,0.184
02HC032,1988-10-15,0.165
02HC032,1988-10-16,0.157
02HC032,1988-10-17,0.143
02HC032,1988-10-18,0.282
02HC032,1988-10-19,0.367
02HC032,1988-10-20,0.232
02HC032,1988-10-21,0.192
02HC032,1988-10-22,0.21
02HC032,1988-10-23,0.263
02HC032,1988-10-24,0.239
02HC032,1988-10-25,0.233
02HC032,1988-10-26,0.189
02HC032,1988-10-27,0.17
02HC032,1988-10-28,0.156
02HC032,1988-10-29,0.148
02HC032,1988-10-30,0.141
02HC032,1988-10-31,0.13
02HC032,1988-11-01,0.123
02HC032,1988-11-02,0.127
02HC032,1988-11-03,0.132
02HC032,1988-11-04,0.12
02HC032,1988-11-05,0.133
02HC032,1988-11-06,0.511
02HC032,1988-11-07,0.404
02HC032,1988-11-08,0.306
02HC032,1988-11-09,0.469
02HC032,1988-11-10,0.594
02HC032,1988-11-11,0.593
02HC032,1988-11-12,0.404
02HC032,1988-11-13,0.575
02HC032,1988-11-14,0.754
02HC032,1988-11-15,0.497
02HC032,1988-11-16,0.385
02HC032,1988-11-17,0.332
02HC032,1988-11-18,0.278
02HC032,1988-11-19,0.239
02HC032,1988-11-20,0.295
02HC032,1988-11-21,0.633
02HC032,1988-11-22,0.526
02HC032,1988-11-23,0.399
02HC032,1988-11-24,0.324
02HC032,1988-11-25,0.281
02HC032,1988-11-26,0.251
02HC032,1988-11-27,0.261
02HC032,1988-11-28,0.266
02HC032,1988-11-29,0.232
02HC032,1988-11-30,0.207
02HC032,1988-12-01,0.201
02HC032,1988-12-02,0.185
02HC032,1988-12-03,0.17
02HC032,1988-12-04,0.16
02HC032,1988-12-05,0.159
02HC032,1988-12-06,0.158
02HC032,1988-12-07,0.16
02HC032,1988-12-08,0.16
02HC032,1988-12-09,0.155
02HC032,1988-12-10,0.152
02HC032,1988-12-11,0.15
02HC032,1988-12-12,0.148
02HC032,1988-12-13,0.146
02HC032,1988-12-14,0.158
02HC032,1988-12-15,0.179
02HC032,1988-12-16,0.154
02HC032,1988-12-17,0.132
02HC032,1988-12-18,0.131
02HC032,1988-12-19,0.15
02HC032,1988-12-20,0.21
02HC032,1988-12-21,0.27
02HC032,1988-12-22,0.215
02HC032,1988-12-23,0.353
02HC032,1988-12-24,0.47
02HC032,1988-12-25,0.388
02HC032,1988-12-26,0.348
02HC032,1988-12-27,0.319
02HC032,1988-12-28,0.557
02HC032,1988-12-29,0.428
02HC032,1988-12-30,0.382
02HC032,1988-12-31,0.286
02HC032,1989-01-01,0.211
02HC032,1989-01-02,0.194
02HC032,1989-01-03,0.154
02HC032,1989-01-04,0.14
02HC032,1989-01-05,0.128
02HC032,1989-01-06,0.122
02HC032,1989-01-07,0.16
02HC032,1989-01-08,0.84
02HC032,1989-01-09,0.466
02HC032,1989-01-10,0.343
02HC032,1989-01-11,0.291
02HC032,1989-01-12,0.267
02HC032,1989-01-13,0.318
02HC032,1989-01-14,0.249
02HC032,1989-01-15,0.221
02HC032,1989-01-16,0.196
02HC032,1989-01-17,0.171
02HC032,1989-01-18,0.17
02HC032,1989-01-19,0.175
02HC032,1989-01-20,0.154
02HC032,1989-01-21,0.18
02HC032,1989-01-22,0.165
02HC032,1989-01-23,0.158
02HC032,1989-01-24,0.15
02HC032,1989-01-25,0.144
02HC032,1989-01-26,0.36
02HC032,1989-01-27,0.27
02HC032,1989-01-28,0.24
02HC032,1989-01-29,0.22
02HC032,1989-01-30,0.78
02HC032,1989-01-31,0.7
02HC032,1989-02-01,0.46
02HC032,1989-02-02,0.35
02HC032,1989-02-03,0.3
02HC032,1989-02-04,0.25
02HC032,1989-02-05,0.21
02HC032,1989-02-06,0.18
02HC032,1989-02-07,0.16
02HC032,1989-02-08,0.148
02HC032,1989-02-09,0.137
02HC032,1989-02-10,0.127
02HC032,1989-02-11,0.119
02HC032,1989-02-12,0.112
02HC032,1989-02-13,0.107
02HC032,1989-02-14,0.102
02HC032,1989-02-15,0.1
02HC032,1989-02-16,0.097
02HC032,1989-02-17,0.096
02HC032,1989-02-18,0.093
02HC032,1989-02-19,0.09
02HC032,1989-02-20,0.088
02HC032,1989-02-21,0.086
02HC032,1989-02-22,0.085
02HC032,1989-02-23,0.084
02HC032,1989-02-24,0.083
02HC032,1989-02-25,0.082
02HC032,1989-02-26,0.081
02HC032,1989-02-27,0.08
02HC032,1989-02-28,0.079
02HC032,1989-03-01,0.078
02HC032,1989-03-02,0.077
02HC032,1989-03-03,0.076
02HC032,1989-03-04,0.076
02HC032,1989-03-05,0.076
02HC032,1989-03-06,0.075
02HC032,1989-03-07,0.088
02HC032,1989-03-08,0.084
02HC032,1989-03-09,0.08
02HC032,1989-03-10,0.078
02HC032,1989-03-11,0.075
02HC032,1989-03-12,0.13
02HC032,1989-03-13,0.115
02HC032,1989-03-14,0.354
02HC032,1989-03-15,3.91
02HC032,1989-03-16,1.4
02HC032,1989-03-17,0.479
02HC032,1989-03-18,0.424
02HC032,1989-03-19,0.506
02HC032,1989-03-20,0.407
02HC032,1989-03-21,0.285
02HC032,1989-03-22,0.269
02HC032,1989-03-23,0.311
02HC032,1989-03-24,0.598
02HC032,1989-03-25,3.04
02HC032,1989-03-26,4.78
02HC032,1989-03-27,3.32
02HC032,1989-03-28,2.99
02HC032,1989-03-29,2.3
02HC032,1989-03-30,1.58
02HC032,1989-03-31,1.26
02HC032,1989-04-01,1.02
02HC032,1989-04-02,0.898
02HC032,1989-04-03,1.24
02HC032,1989-04-04,1.68
02HC032,1989-04-05,1.68
02HC032,1989-04-06,1.4
02HC032,1989-04-07,1.24
02HC032,1989-04-08,1.01
02HC032,1989-04-09,0.884
02HC032,1989-04-10,0.788
02HC032,1989-04-11,0.711
02HC032,1989-04-12,0.795
02HC032,1989-04-13,0.884
02HC032,1989-04-14,0.858
02HC032,1989-04-15,0.851
02HC032,1989-04-16,0.786
02HC032,1989-04-17,0.728
02HC032,1989-04-18,0.747
02HC032,1989-04-19,0.702
02HC032,1989-04-20,0.659
02HC032,1989-04-21,0.596
02HC032,1989-04-22,0.541
02HC032,1989-04-23,0.45
02HC032,1989-04-24,0.428
02HC032,1989-04-25,0.442
02HC032,1989-04-26,0.48
02HC032,1989-04-27,0.462
02HC032,1989-04-28,0.458
02HC032,1989-04-29,0.487
02HC032,1989-04-30,0.625
02HC032,1989-05-01,0.586
02HC032,1989-05-02,0.734
02HC032,1989-05-03,1.01
02HC032,1989-05-04,0.76
02HC032,1989-05-05,0.926
02HC032,1989-05-06,1.14
02HC032,1989-05-07,0.991
02HC032,1989-05-08,1.38
02HC032,1989-05-09,1.08
02HC032,1989-05-10,0.987
02HC032,1989-05-11,1.06
02HC032,1989-05-12,2.12
02HC032,1989-05-13,2.39
02HC032,1989-05-14,1.57
02HC032,1989-05-15,1.28
02HC032,1989-05-16,1.08
02HC032,1989-05-17,0.989
02HC032,1989-05-18,0.867
02HC032,1989-05-19,0.811
